code,Date,week,context_design,form,kind,file_number,context,post_content,imageURL,URL
202308,20230821,週一,諺語／填空,圖文,諺語老古人言/社會關係與行為,143,客家例句：肥田禾，瘦田穀。、華語翻譯：土壤肥沃，則禾苗茂盛；貧瘠的土地，反而穀粒會長得比較精實飽滿。後用以比喻一個人的生活條件，不見得可以左右他的未來。,【四縣腔－諺語老古人言－143】肥田禾，瘦田穀。【piˇ tienˇ voˇ ， ceu tienˇ gug‵】土壤肥沃，則禾苗茂盛；貧瘠的土地，反而穀粒會長得比較精實飽滿。後用以比喻一個人的生活條件，不見得可以左右他的未來。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0821-143.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/143.m4a
202308,20230820,週日,圖文,圖文,居家生活,142,客家單字：故鄉、客家音標：gu hiong′ 、客家例句：高雄係厥故鄉。、華語翻譯：高雄是他的故鄉。,【四縣腔－居家生活－142】高雄係厥故鄉。【go′hiungˇhe gia′gu hiong′】高雄是他的故鄉！這座城市，見證了他成長的點滴，有著數不盡的回憶和情感，他深深愛戀著這片土地！每一個角落都充滿著與它的故事～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0820-142.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/142.m4a
202308,20230819,週六,攝影,照片,抽象概念與形容,141,客家例句：𠊎个長短腳係自然生成个。、華語翻譯：我的長短腳是天生的。,【四縣腔－抽象概念與形容－141】𠊎个長短腳係自然生成个。【ngaiˇge congˇ don‵ giog‵he cii ienˇsang′ sangˇge】天生長短腳，是獨特的標誌，也是與眾不同的特色，讓我們擁抱自己的特殊，散發自信笑容，與自己的步伐共舞，綻放生命的華美旋律～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0819-141.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/141.m4a
202308,20230818,週五,圖文,圖文,事物狀態與變化,140,客家單字：落、客家音標：lau、客家例句：褲忒大領，緊落下來！、華語翻譯：褲子太大件，一直掉下來！,【四縣腔－事物狀態與變化－140】褲忒大領，緊落下來！【fu ted‵tai liang′，gin‵lau ha′ loiˇ】褲子太大件，可以尋找專業裁縫師，修改裁剪，讓褲子完美貼合您的身形，或是考慮選購腰部可調節的款式，輕鬆解決尺寸問題，讓穿著更加舒適自在！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0818-140.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/140.m4a
202308,20230817,週四,攝影,照片,外在活動與動作,139,客家例句：落大雨了，遽遽到屋簷下抵雨。、華語翻譯：下大雨了，快點到屋簷下遮雨。,【四縣腔－外在活動與動作－139】落大雨了，遽遽到屋簷下抵雨。【log tai i‵ le′，giag‵ giag‵do vug‵ iamˇha′ di‵ i‵】夏日午後，瞬間下起滂沱大雨，別被淋濕了，趕快尋找躲雨處。等待雨後迎接陽光灑落的美好~學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0817-139.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/139.m4a
202308,20230816,週三,填空,圖文,心理活動與感覺,138,精神的客語是？昨暗晡有睡飽，故所______異好。昨天晚上有睡飽，所以精神很好。,【四縣腔－心理活動與感覺－138】?jin′ siinˇ?這是什麼意思？要怎麼寫呢？昨暗晡有睡飽，故所精神異好。【co′ am bu′ iu′soi bau‵，gu so‵jin′ siinˇi  ho‵】學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0816-138.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/138.m4a
202308,20230815,週二,圖文,圖文,人體與醫療,137,客家單字：流鼻水、客家音標：liuˇpi sui‵、客家例句：寒著个人當會流鼻水。、華語翻譯：感冒的人很會流鼻水。,【四縣腔－人體與醫療－137】寒著个人當會流鼻水。【honˇ do‵ge nginˇdong′voi liuˇpi sui‵】感冒的人很會流鼻水，有時還伴隨著咳嗽、打噴嚏等其他症狀～多喝溫水，細心照料，身體就能快快恢復健康唷～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0815-137-2.png,https://elearning.hakka.gov.tw/base/10001/door//2023.08/137.mp4
202308,20230814,週一,諺語／填空,圖文,諺語老古人言/社會關係與行為,136,客家例句：東弓晴，西弓雨。、華語翻譯：農諺。若是東邊出現彩虹是晴天的徵兆，反之，若是西邊出現彩虹則將下雨。,【四縣腔－諺語老古人言－136】東弓晴，西弓雨。【dung′ giung′ qiangˇ ， xi′ giung′ i‵】農諺。若是東邊出現彩虹是晴天的徵兆，反之，若是西邊出現彩虹則將下雨。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0814-136.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/136.m4a
202308,20230813,週日,圖文,圖文,居家生活,135,客家單字：罐仔、客家音標：gon e‵、客家例句：塑膠罐仔做毋得亂擲，愛做好地圾分類。、華語翻譯：塑膠罐不可以亂丟，要做好垃圾分類。,【四縣腔－居家生活－135】塑膠罐仔做毋得亂擲，愛做好地圾分類。【sog‵ gau′ gon e‵zo mˇ ded‵lon deb ，oi zo ho‵ ti seb‵ fun′ lui 】守護地球這美麗的家園，從我們每個人做起！讓垃圾不落地，環保從自身開始，愛護環境、共創綠色未來！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0813-135.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/135.m4a
202308,20230812,週六,圖文,圖文,國際青年節,134,客家單字：青年、客家音標：qiang′ ngienˇ、客家例句：青年愛在艱苦个環境中訓練自家。、華語翻譯：青年要在艱苦的環境中錘鍊自己。,【四縣腔－國際青年節－134】青年愛在艱苦个環境中訓練自家。【qiang′ ngienˇoi cai gien′ ku‵ge fanˇ gin zung′ hiun lien qid‵ ga′】奮鬥在艱難的環境中，是青年成長的秘訣。如同鑄鋼般，逆境塑造著不屈的堅毅，勇敢面對挑戰，才能綻放出耀眼的光芒～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0812-134.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/134.m4a
202308,20230811,週五,圖文,圖文,事物狀態與變化,133,客家單字：開始、客家音標：koi′ sii‵、客家例句：逐件事情?一開始會較難，愛有耐心。、華語翻譯：每件事情的開始會比較困難，要有耐心。,【四縣腔－事物狀態與變化－133】逐件事情?一開始會較難，愛有耐心。【dag‵kien sii qinˇge  id‵koi′ sii‵voi ka  nanˇ，oi iu′nai xim′】萬事起頭難，每件事情的開始會比較困難，要有耐心。莫忘初心，持之以恆，迎向挑戰。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0811-133.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/133.m4a
202308,20230810,週四,攝影,照片,外在活動與動作,132,客家例句：皮包仔毋記得帶著了。、華語翻譯：皮包忘記帶了。,【四縣腔－外在活動與動作－132】皮包仔毋記得帶著了。【piˇ bau′ e‵mˇ gi ded‵ dai do‵  le′】出門可以不帶錢包，但是不能忘了帶手機～現代生活，手機支付，讓您走到哪，支付就跟到哪！一指間輕鬆完成付款，快速又方便！讓您隨時隨地享受購物樂趣。哈粉們是不是也跟哈編一樣喜歡不帶錢包出門呢！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0810-132.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/132.m4a
202308,20230809,週三,填空,圖文,心理活動與感覺,131,興趣的客語是？阿哥个____係蹶山。哥哥的興趣是爬山。,【四縣腔－心理活動與感覺－131】him qi 這是什麼意思？要怎麼寫呢？阿哥个興趣係蹶山。【a′ go′ge him qi he kied san′】學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0809-131.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/131.m4a
202308,20230808,週二,圖文,圖文,父親節,130,客家單字：刮鬚、客家音標：guad‵ xi′、客家例句：阿爸打早䟘床刮鬚。、華語翻譯：爸爸一早起床刮鬍子。,【四縣腔－父親節－130】阿爸打早䟘床刮鬚。【a′ ba′da‵ zo‵hong congˇ guad‵ xi′】爸爸有如陽光般溫暖笑容的秘訣，就是從刮鬍子開始！剃刀滑過，煥然一新！今天是父親節～猜到哈編要送什麼禮物給父親大人了吧！答對囉～就是刮鬍刀！！在這個特別的時刻，讓我們一同感謝爸爸的辛勞和付出吧～祝福全天下的爸爸父親節快樂＃付清節快樂學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0808-130.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/130.m4a
202308,20230807,週一,諺語／填空,圖文,諺語老古人言/社會關係與行為,129,客家例句：嬌尸撥撥，縱到上壁。、華語翻譯：形容越是受寵愛越會恃寵而驕。,【四縣腔－諺語老古人言－129】嬌尸撥撥，縱到上壁。【gieu′ sii′ bad bad ， jiung‵ do song′ biag‵】形容越是受寵愛越會恃寵而驕。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0807-129.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/129.m4a
202308,20230806,週日,圖文,圖文,居家生活,128,客家單字：禁指、客家音標：gim zii‵ 、客家例句：打禁指。、華語翻譯：訂購戒指。,【四縣腔－居家生活－128】打禁指。【da‵ gim zii‵】訂購戒指，最重要的是，要先確定自己想要的戒指類型，以及根據自己的喜好和預算選擇戒指的材質和款式，接下來，找一間信譽良好的珠寶店進行訂購就大功告成啦～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0806-128.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/128.m4a
202308,20230805,週六,攝影,照片,抽象概念與形容,127,客家例句：莊下人口少，環境十分恬靜。、華語翻譯：鄉下人口少，環境非常安靜。,【四縣腔－抽象概念與形容－127】莊下人口少，環境十分恬靜。【zong′ ha nginˇ kieu‵seu‵，fanˇ gin siib fun′diam′ qin】在這片寧靜的鄉下，少有塵囂，環境純淨安靜。遠離都市喧囂，品味慢活的美好！放鬆心情，享受這純粹的自在與寧靜～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0805-127.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/0805-127.mp4
202308,20230804,週五,圖文,圖文,事物狀態與變化,126,客家單字：可能、客家音標：ko‵ nenˇ、客家例句：佢可能會緊張。、華語翻譯：他可能會緊張。,【四縣腔－事物狀態與變化－126】佢可能會緊張。【giˇ ko‵ nenˇvoi gin‵ zong′】準備好了嗎？面對未知，心情或許會波動，但別擔心，哈編與您同在！！無論是大考、新挑戰，或是重要時刻，讓我們一同踏出勇敢的第一步，克服每個難關！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0804-126.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/126.m4a
202308,20230803,週四,攝影,照片,外在活動與動作,125,客家例句：摎門打開，分大家落來。、華語翻譯：把門打開，讓大家進來。,【四縣腔－外在活動與動作－125】摎門打開，分大家落來。【lau′munˇ da‵ koi′，bun′tai ga′ log loiˇ】讓我們一起將門打開，邀請每一位朋友進來，這個家園充滿著愛和歡笑，能一起分享生活的喜悅與感動，讓我們一同創造更多的美好回憶，寫下幸福的故事～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0803-125.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/0802-125.mp4
202308,20230802,週三,填空,圖文,心理活動與感覺,124,希望的客語是？_____阿姆身體康健食百二。希望媽媽身體健康長壽。,【四縣腔－心理活動與感覺－124】?hi′ mong?這是什麼意思？要怎麼寫呢？希望阿姆身體康健食百二。【hi′ mong a′ me′ siin′ ti‵kong′ kien siid bag‵ ngi】學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0802-124-1.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/124.m4a
202308,20230801,週二,圖文,圖文,人體與醫療,123,客家單字：熬夜、客家音標：ngau rha+、客家例句：長透熬夜，對身體毋好。、華語翻譯：時常熬夜，對身體不好。,【海陸腔－人體與醫療－123】長透熬夜，對身體毋好。【chong teuˇngau rha+，duiˇ shin‵ ti′m ho′ 】長時間熬夜對身體不好！！人體的每條經絡都對應一個運行最活躍的時辰，只要能依循作息，就有養生的功效唷！晚間11點，走膽經，要進入「熟睡」膽才能進行排毒唷～哈粉們～每天都要早早休息，睡眠可是健康的秘訣！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0801-123.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.08/0801-123.mp4
202307,20230731,週一,諺語／填空,圖文,諺語老古人言/社會關係與行為,122,客家例句：有好抔較贏過無好著。、華語翻譯：出門多帶衣服，熱了捧在手上，雖然麻煩，總比冷了沒得穿要好。比喻先有準備，以待應急。備而不用、有備無患。,【四縣腔－諺語老古人言－122】有好抔較贏過無好著。【iu′ ho‵ bud‵ ka iangˇ go moˇ ho‵ zog‵】出門多帶衣服，熱了捧在手上，雖然麻煩，總比冷了沒得穿要好。比喻先有準備，以待應急。備而不用、有備無患。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0731-122.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.07/7%E6%9C%88%E9%9F%B3%E6%AA%94/122_01.mp3
202307,20230730,週日,圖文,圖文,國際友誼日,121,客家單字：交結朋友、客家音標：gau′ giad‵ penˇ iu′、客家例句：阿姊異會社交，交結朋友。、華語翻譯：姊姊善於社交，結交朋友。,【南四縣腔－國際友誼日－121】阿姊異會社交，交結朋友。【a′ ji‵  i voi sa gau′，gau′ giad‵ penˇ iu′】社交達人，友誼的鑰匙，熱情和開朗的性格，總能吸引身旁的朋友，珍惜不易建立的深厚友誼，做個總能讓人感到溫暖、安心的摯友～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0730-121.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.07/7%E6%9C%88%E9%9F%B3%E6%AA%94/121_01.mp3
202307,20230729,週六,攝影,照片,抽象概念與形容,120,客家例句：阿妹好用吊菜色个筆畫圖。、華語翻譯：妹妹喜歡用紫色的筆畫圖。,【四縣腔－抽象概念與形容－120】阿妹好用吊菜色个筆畫圖。【a′ moi hau iung diau coi sed‵ge bid‵ vag tuˇ 】紫色是一種充滿神秘感和浪漫氛圍的顏色，也象徵著創造力、冒險和自我表達！不同顏色帶給人們視覺上的感受皆不同，哈粉們喜歡什麼顏色呢？歡迎以下留言唷～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0729-120.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.07/7%E6%9C%88%E9%9F%B3%E6%AA%94/120_01.mp3
202307,20230728,週五,圖文,圖文,事物狀態與變化,119,客家單字：引起、客家音標：in′ hi‵、客家例句：做毋得搞火，無會引起火燒屋。、華語翻譯：不可以玩火，不然會引起火災。,【四縣腔－事物狀態與變化－119】做毋得搞火，無會引起火燒屋。【zo mˇ ded‵ gau‵ fo‵ ，moˇ  voi in′ hi‵ fo‵ seu′ vug‵】遠離危險，選擇安全。不可以玩火，否則會引起火災。保護生命，守護家園，為了我們的安全，遠離火源，讓平安常伴左右。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/112-0728-119.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.07/7%E6%9C%88%E9%9F%B3%E6%AA%94/119_01.mp3
